SA Param,R,batch_d_rt,batch_c_rt,vd,vc,Lower bound,Upper bound,Optimality Gap,Status,Objective
R,1.0,10,20,0.0,0.0,40802.3703793827,40802.3703793827,0.0,optimal,40802.37037938267
batch_d_rt,0.95,20,20,0.0,0.0,22204.8051039823,22204.8051039823,0.0,optimal,22204.805103982326
batch_d_rt,0.95,15,20,0.0,0.0,27619.3103258506,27619.3103258506,0.0,optimal,27619.31032585065
batch_d_rt,0.95,10,20,0.0,0.0,36998.3876720003,36998.3876720003,0.0,optimal,36998.38767200028
batch_d_rt,0.95,5,20,0.0,0.0,59975.9849441689,59975.9849441689,0.0,optimal,59975.98494416897
batch_c_rt,0.95,10,40,0.0,0.0,31222.030012646,31222.030012646,0.0,optimal,31222.030012646002
batch_c_rt,0.95,10,35,0.0,0.0,32268.4203365232,32268.4203365232,0.0,optimal,32268.420336523173
batch_c_rt,0.95,10,30,0.0,0.0,33509.4190579887,33509.4190579887,0.0,optimal,33509.41905798858
batch_c_rt,0.95,10,25,0.0,0.0,35043.5181296791,35043.5181296791,0.0,optimal,35043.51812967906
batch_c_rt,0.95,10,20,0.0,0.0,36998.3876720003,36998.3876720003,0.0,optimal,36998.38767200028
batch_c_rt,0.95,10,15,0.0,0.0,39628.5782646364,39628.5782646364,0.0,optimal,39628.5782646364
batch_c_rt,0.95,10,10,0.0,0.0,43185.9860589436,43185.9860589436,0.0,optimal,43185.98605894364
batch_c_rt,0.95,10,5,0.0,0.0,49026.4972249482,49026.4972249482,0.0,optimal,49026.4972249482
vd,0.95,10,20,0.0,0.0,36998.3876720003,36998.3876720003,0.0,optimal,36998.38767200028
vd,0.95,10,20,0.25,0.0,36742.5686183729,36742.5686183729,0.0,optimal,36742.5686183729
vd,0.95,10,20,0.5,0.0,36489.4308997681,36489.4308997681,0.0,optimal,36489.430899768115
vd,0.95,10,20,0.75,0.0,36239.7956397584,36239.7956397584,0.0,optimal,36239.795639758384
vd,0.95,10,20,1.0,0.0,35992.9358079756,35992.9358079756,0.0,optimal,35992.93580797561
vd,0.95,10,20,1.25,0.0,35748.2283753459,35748.2283753459,0.0,optimal,35748.228375345956
vd,0.95,10,20,1.5,0.0,35508.2526401501,35508.2526401501,0.0,optimal,35508.25264015005
vd,0.95,10,20,1.75,0.0,35269.2913439332,35269.2913439332,0.0,optimal,35269.2913439332
vd,0.95,10,20,2.0,0.0,35031.4190391825,35031.4190391825,0.0,optimal,35031.41903918248
vd,0.95,10,20,2.25,0.0,34798.0833274219,34798.0833274219,0.0,optimal,34798.08332742187
vd,0.95,10,20,2.5,0.0,34566.219376919,34566.219376919,0.0,optimal,34566.219376919005
vd,0.95,10,20,2.75,0.0,34337.6274845712,34337.6274845712,0.0,optimal,34337.62748457115
vd,0.95,10,20,3.0,0.0,34110.5096171226,34110.5096171226,0.0,optimal,34110.50961712264
vd,0.95,10,20,3.25,0.0,33884.6354719222,33884.6354719222,0.0,optimal,33884.63547192216
vd,0.95,10,20,3.5,0.0,33662.6511305665,33662.6511305665,0.0,optimal,33662.651130566504
vd,0.95,10,20,3.75,0.0,33446.0047723525,33446.0047723525,0.0,optimal,33446.00477235257
vd,0.95,10,20,4.0,0.0,33231.3486377176,33231.3486377176,0.0,optimal,33231.34863771755
vd,0.95,10,20,4.25,0.0,33018.9101734965,33018.9101734965,0.0,optimal,33018.91017349649
vd,0.95,10,20,4.5,0.0,32809.8535615632,32809.8535615632,0.0,optimal,32809.85356156319
vd,0.95,10,20,4.75,0.0,32604.3963914517,32604.3963914517,0.0,optimal,32604.39639145169
vd,0.95,10,20,5.0,0.0,32402.39492443,32402.39492443,0.0,optimal,32402.394924429944
vd,0.95,10,20,5.25,0.0,32201.4645346546,32201.4645346546,0.0,optimal,32201.46453465458
vd,0.95,10,20,5.5,0.0,32002.4194230476,32002.4194230476,0.0,optimal,32002.419423047577
vd,0.95,10,20,5.75,0.0,31804.9326543324,31804.9326543324,0.0,optimal,31804.93265433243
vd,0.95,10,20,6.0,0.0,31611.0982237803,31611.0982237803,0.0,optimal,31611.098223780242
vd,0.95,10,20,6.25,0.0,31418.1190754058,31418.1190754058,0.0,optimal,31418.119075405833
vd,0.95,10,20,6.5,0.0,31229.3783222154,31229.3783222154,0.0,optimal,31229.378322215412
vd,0.95,10,20,6.75,0.0,31042.1500267406,31042.1500267406,0.0,optimal,31042.15002674063
vd,0.95,10,20,7.0,0.0,30855.9573506204,30855.9573506204,0.0,optimal,30855.957350620407
vd,0.95,10,20,7.25,0.0,30671.268112268,30671.268112268,0.0,optimal,30671.268112267986
vd,0.95,10,20,7.5,0.0,30489.7268386125,30489.7268386125,0.0,optimal,30489.726838612503
vd,0.95,10,20,7.75,0.0,30308.1855651415,30308.1855651415,0.0,optimal,30308.185565141477
vd,0.95,10,20,8.0,0.0,30127.7177047757,30127.7177047757,0.0,optimal,30127.71770477573
vd,0.95,10,20,8.25,0.0,29947.9391358385,29947.9391358385,0.0,optimal,29947.939135838486
vd,0.95,10,20,8.5,0.0,29768.7239948349,29768.7239948349,0.0,optimal,29768.723994834858
vd,0.95,10,20,8.75,0.0,29589.5088538312,29589.5088538312,0.0,optimal,29589.508853831223
vd,0.95,10,20,9.0,0.0,29411.3869477939,29411.3869477939,0.0,optimal,29411.386947793868
vd,0.95,10,20,9.25,0.0,29234.4836999607,29234.4836999607,0.0,optimal,29234.483699960667
vd,0.95,10,20,9.5,0.0,29059.7097535399,29059.7097535399,0.0,optimal,29059.709753539857
vd,0.95,10,20,9.75,0.0,28887.0674128225,28887.0674128225,0.0,optimal,28887.067412822475
vd,0.95,10,20,10.0,0.0,28716.4463685036,28716.4463685036,0.0,optimal,28716.44636850358
vd,0.95,10,20,11.0,0.0,28051.5202974473,28051.5202974473,0.0,optimal,28051.520297447296
vd,0.95,10,20,12.0,0.0,27415.6277785349,27415.6277785349,0.0,optimal,27415.627778534876
vd,0.95,10,20,13.0,0.0,26795.0763810939,26795.0763810939,0.0,optimal,26795.07638109394
vd,0.95,10,20,14.0,0.0,26187.8538716411,26187.8538716411,0.0,optimal,26187.853871641048
vd,0.95,10,20,15.0,0.0,25600.7127896952,25600.7127896952,0.0,optimal,25600.712789695168
vd,0.95,10,20,16.0,0.0,25031.825954711,25031.825954711,0.0,optimal,25031.825954711032
vd,0.95,10,20,17.0,0.0,24495.0845524279,24495.0845524279,0.0,optimal,24495.084552427874
vd,0.95,10,20,18.0,0.0,23979.7690173398,23979.7690173398,0.0,optimal,23979.769017339786
vd,0.95,10,20,19.0,0.0,23480.9583795857,23480.9583795857,0.0,optimal,23480.958379585696
vd,0.95,10,20,20.0,0.0,22994.5857020791,22994.5857020791,0.0,optimal,22994.58570207911
vd,0.95,10,20,25.0,0.0,20777.9375627142,20777.9375627142,0.0,optimal,20777.937562714167
vd,0.95,10,20,30.0,0.0,18918.02359345,18918.02359345,0.0,optimal,18918.023593449954
vd,0.95,10,20,35.0,0.0,17353.8263792151,17353.8263792151,0.0,optimal,17353.826379215057
vd,0.95,10,20,40.0,0.0,16048.4027778316,16048.4027778316,0.0,optimal,16048.402777831609
vd,0.95,10,20,45.0,0.0,14831.1187291895,14831.1187291895,0.0,optimal,14831.118729189518
vd,0.95,10,20,50.0,0.0,13736.2126945427,13736.2126945427,0.0,optimal,13736.212694542715
vc,0.95,10,20,0.0,0.0,36998.3876720003,36998.3876720003,0.0,optimal,36998.38767200028
vc,0.95,10,20,0.0,0.25,36729.1408613863,36729.1408613863,0.0,optimal,36729.14086138633
vc,0.95,10,20,0.0,0.5,36462.9433487368,36462.9433487368,0.0,optimal,36462.9433487368
vc,0.95,10,20,0.0,0.75,36200.7999744007,36200.7999744007,0.0,optimal,36200.79997440066
vc,0.95,10,20,0.0,1.0,35941.1859334885,35941.1859334885,0.0,optimal,35941.185933488494
vc,0.95,10,20,0.0,1.25,35685.0490339647,35685.0490339647,0.0,optimal,35685.04903396472
vc,0.95,10,20,0.0,1.5,35432.6553391123,35432.6553391123,0.0,optimal,35432.6553391123
vc,0.95,10,20,0.0,1.75,35181.3702002044,35181.3702002044,0.0,optimal,35181.37020020435
vc,0.95,10,20,0.0,2.0,34932.9258439042,34932.9258439042,0.0,optimal,34932.92584390417
vc,0.95,10,20,0.0,2.25,34687.9818292794,34687.9818292794,0.0,optimal,34687.981829279364
vc,0.95,10,20,0.0,2.5,34445.3973953872,34445.3973953872,0.0,optimal,34445.397395387154
vc,0.95,10,20,0.0,2.75,34206.1381928904,34206.1381928904,0.0,optimal,34206.138192890416
vc,0.95,10,20,0.0,3.0,33967.4518614481,33967.4518614481,0.0,optimal,33967.4518614481
vc,0.95,10,20,0.0,3.25,33732.1656571181,33732.1656571181,0.0,optimal,33732.1656571181
vc,0.95,10,20,0.0,3.5,33503.0010375508,33503.0010375508,0.0,optimal,33503.001037550835
vc,0.95,10,20,0.0,3.75,33276.214005591,33276.214005591,0.0,optimal,33276.21400559101
vc,0.95,10,20,0.0,4.0,33052.3776392406,33052.3776392406,0.0,optimal,33052.37763924056
vc,0.95,10,20,0.0,4.25,32831.6695673757,32831.6695673757,0.0,optimal,32831.66956737573
vc,0.95,10,20,0.0,4.5,32615.1185887058,32615.1185887058,0.0,optimal,32615.118588705773
vc,0.95,10,20,0.0,4.75,32402.39492443,32402.39492443,0.0,optimal,32402.394924429944
vc,0.95,10,20,0.0,5.0,32190.9884761489,32190.9884761489,0.0,optimal,32190.988476148923
vc,0.95,10,20,0.0,5.25,31981.5242954652,31981.5242954652,0.0,optimal,31981.524295465166
vc,0.95,10,20,0.0,5.5,31774.0700005562,31774.0700005562,0.0,optimal,31774.070000556178
vc,0.95,10,20,0.0,5.75,31570.4168859041,31570.4168859041,0.0,optimal,31570.416885904087
vc,0.95,10,20,0.0,6.0,31368.0765225194,31368.0765225194,0.0,optimal,31368.07652251939
vc,0.95,10,20,0.0,6.25,31170.2104328304,31170.2104328304,0.0,optimal,31170.210432830372
vc,0.95,10,20,0.0,6.5,30973.5527250121,30973.5527250121,0.0,optimal,30973.55272501213
vc,0.95,10,20,0.0,6.75,30777.5604343593,30777.5604343593,0.0,optimal,30777.560434359268
vc,0.95,10,20,0.0,7.0,30585.274877563,30585.274877563,0.0,optimal,30585.274877562937
vc,0.95,10,20,0.0,7.25,30394.1788000309,30394.1788000309,0.0,optimal,30394.178800030877
vc,0.95,10,20,0.0,7.5,30203.6625328697,30203.6625328697,0.0,optimal,30203.66253286965
vc,0.95,10,20,0.0,7.75,30013.9657667346,30013.9657667346,0.0,optimal,30013.96576673458
vc,0.95,10,20,0.0,8.0,29825.3182498886,29825.3182498886,0.0,optimal,29825.318249888638
vc,0.95,10,20,0.0,8.25,29636.6707330427,29636.6707330427,0.0,optimal,29636.670733042716
vc,0.95,10,20,0.0,8.5,29448.8694806036,29448.8694806036,0.0,optimal,29448.86948060363
vc,0.95,10,20,0.0,8.75,29262.2286920958,29262.2286920958,0.0,optimal,29262.228692095832
vc,0.95,10,20,0.0,9.0,29077.9618099819,29077.9618099819,0.0,optimal,29077.961809981884
vc,0.95,10,20,0.0,9.25,28896.1323964332,28896.1323964332,0.0,optimal,28896.132396433208
vc,0.95,10,20,0.0,9.5,28716.4463685036,28716.4463685036,0.0,optimal,28716.44636850358
vc,0.95,10,20,0.0,9.75,28537.8995595464,28537.8995595464,0.0,optimal,28537.899559546404
vc,0.95,10,20,0.0,10.0,28361.9644464861,28361.9644464861,0.0,optimal,28361.96444648602
vc,0.95,10,20,0.0,11.0,27681.0357357846,27681.0357357846,0.0,optimal,27681.035735784593
vc,0.95,10,20,0.0,12.0,27021.7636875809,27021.7636875809,0.0,optimal,27021.763687580926
vc,0.95,10,20,0.0,13.0,26376.9063291942,26376.9063291942,0.0,optimal,26376.906329194222
vc,0.95,10,20,0.0,14.0,25753.9455644327,25753.9455644327,0.0,optimal,25753.945564432677
vc,0.95,10,20,0.0,15.0,25149.7514161285,25149.7514161285,0.0,optimal,25149.75141612847
vc,0.95,10,20,0.0,16.0,24578.2170080181,24578.2170080181,0.0,optimal,24578.217008018135
vc,0.95,10,20,0.0,17.0,24032.8630372329,24032.8630372329,0.0,optimal,24032.86303723294
vc,0.95,10,20,0.0,18.0,23507.2115710464,23507.2115710464,0.0,optimal,23507.211571046442
vc,0.95,10,20,0.0,19.0,22994.5857020791,22994.5857020791,0.0,optimal,22994.58570207911
vc,0.95,10,20,0.0,20.0,22492.1802897931,22492.1802897931,0.0,optimal,22492.180289793127
vc,0.95,10,20,0.0,25.0,20252.9982732091,20252.9982732091,0.0,optimal,20252.998273209134
vc,0.95,10,20,0.0,30.0,18398.6531873436,18398.6531873436,0.0,optimal,18398.653187343556
vc,0.95,10,20,0.0,35.0,16843.8081771904,16843.8081771904,0.0,optimal,16843.80817719039
vc,0.95,10,20,0.0,40.0,15524.7649699768,15524.7649699768,0.0,optimal,15524.764969976752
vc,0.95,10,20,0.0,45.0,14290.1214351763,14290.1214351763,0.0,optimal,14290.121435176285
vc,0.95,10,20,0.0,50.0,13247.7473479004,13247.7473479004,0.0,optimal,13247.747347900371
