MONTH,DAY,HOUR_ENDING,SETTLEMENT_POINT,PRICE
1,1,4,LZ_NORTH,16.33
1,1,4,LZ_RAYBN,16.377499999999998
1,1,4,LZ_SOUTH,15.83
1,1,4,LZ_WEST,18.28
1,1,5,HB_BUSAVG,15.0075
1,1,5,HB_HOUSTON,15.2175
1,1,5,HB_HUBAVG,14.875
1,1,5,HB_NORTH,15.2225
1,1,5,HB_PAN,7.673333333333333
1,1,5,HB_SOUTH,14.75
1,1,5,HB_WEST,14.3075
1,1,5,LZ_AEN,16.965
1,1,5,LZ_CPS,15.370000000000001
1,1,5,LZ_HOUSTON,15.215
1,1,5,LZ_LCRA,15.352500000000001
1,1,5,LZ_NORTH,15.4575
1,1,5,LZ_RAYBN,15.55
1,1,5,LZ_SOUTH,14.935
1,1,5,LZ_WEST,17.1625
1,1,6,HB_BUSAVG,16.3525
1,1,6,HB_HOUSTON,16.6625
1,1,6,HB_HUBAVG,16.2025
1,1,6,HB_NORTH,16.59
1,1,6,HB_PAN,8.466666666666667
1,1,6,HB_SOUTH,16.05
1,1,6,HB_WEST,15.51
1,1,6,LZ_AEN,18.1025
1,1,6,LZ_CPS,16.58
1,1,6,LZ_HOUSTON,16.6625
1,1,6,LZ_LCRA,16.6925
1,1,6,LZ_NORTH,16.8625
1,1,6,LZ_RAYBN,16.9575
1,1,6,LZ_SOUTH,16.2725
1,1,6,LZ_WEST,19.355
1,1,7,HB_BUSAVG,17.5325
1,1,7,HB_HOUSTON,17.97
1,1,7,HB_HUBAVG,17.22
1,1,7,HB_NORTH,17.9225
1,1,7,HB_PAN,7.103333333333333
1,1,7,HB_SOUTH,17.345
1,1,7,HB_WEST,15.655
1,1,7,LZ_AEN,19.7425
1,1,7,LZ_CPS,17.6875
1,1,7,LZ_HOUSTON,17.9725
1,1,7,LZ_LCRA,17.697499999999998
1,1,7,LZ_NORTH,18.355
1,1,7,LZ_RAYBN,18.59
1,1,7,LZ_SOUTH,17.662499999999998
1,1,7,LZ_WEST,20.71
1,1,8,HB_BUSAVG,18.53
1,1,8,HB_HOUSTON,19.1125
1,1,8,HB_HUBAVG,18.2025
1,1,8,HB_NORTH,18.895
1,1,8,HB_PAN,7.3999999999999995
1,1,8,HB_SOUTH,18.5
1,1,8,HB_WEST,16.3075
1,1,8,LZ_AEN,21.7075
1,1,8,LZ_CPS,18.6775
1,1,8,LZ_HOUSTON,19.1675
1,1,8,LZ_LCRA,18.7875
1,1,8,LZ_NORTH,19.315
1,1,8,LZ_RAYBN,19.622500000000002
1,1,8,LZ_SOUTH,18.9925
1,1,8,LZ_WEST,20.8075
1,1,9,HB_BUSAVG,19.9375
1,1,9,HB_HOUSTON,20.76
1,1,9,HB_HUBAVG,19.5275
1,1,9,HB_NORTH,20.2925
1,1,9,HB_PAN,9.15
1,1,9,HB_SOUTH,20.3075
1,1,9,HB_WEST,16.7575
1,1,9,LZ_AEN,23.35
1,1,9,LZ_CPS,20.4125
1,1,9,LZ_HOUSTON,20.79
1,1,9,LZ_LCRA,20.5025
1,1,9,LZ_NORTH,20.94
1,1,9,LZ_RAYBN,21.200000000000003
1,1,9,LZ_SOUTH,21.0925
1,1,9,LZ_WEST,19.095
1,1,10,HB_BUSAVG,19.4325
1,1,10,HB_HOUSTON,20.515
1,1,10,HB_HUBAVG,18.93
1,1,10,HB_NORTH,19.9
1,1,10,HB_PAN,7.69
1,1,10,HB_SOUTH,19.8425
1,1,10,HB_WEST,15.445
1,1,10,LZ_AEN,22.6475
1,1,10,LZ_CPS,20.0
1,1,10,LZ_HOUSTON,20.6275
1,1,10,LZ_LCRA,19.975
1,1,10,LZ_NORTH,20.322499999999998
1,1,10,LZ_RAYBN,20.6825
1,1,10,LZ_SOUTH,20.5525
1,1,10,LZ_WEST,17.2575
1,1,11,HB_BUSAVG,19.01
1,1,11,HB_HOUSTON,20.285
1,1,11,HB_HUBAVG,18.405
1,1,11,HB_NORTH,19.53
1,1,11,HB_PAN,6.353333333333333
1,1,11,HB_SOUTH,19.6125
1,1,11,HB_WEST,14.174999999999999
1,1,11,LZ_AEN,22.1725
1,1,11,LZ_CPS,20.0425
1,1,11,LZ_HOUSTON,20.405
1,1,11,LZ_LCRA,19.5375
1,1,11,LZ_NORTH,19.9525
1,1,11,LZ_RAYBN,20.39
1,1,11,LZ_SOUTH,20.095000000000002
1,1,11,LZ_WEST,15.175
1,1,12,HB_BUSAVG,19.7475
1,1,12,HB_HOUSTON,21.02
1,1,12,HB_HUBAVG,19.0225
1,1,12,HB_NORTH,20.3575
1,1,12,HB_PAN,6.28
1,1,12,HB_SOUTH,20.5375
1,1,12,HB_WEST,14.16
1,1,12,LZ_AEN,22.08
1,1,12,LZ_CPS,21.405
1,1,12,LZ_HOUSTON,21.07
1,1,12,LZ_LCRA,20.075000000000003
1,1,12,LZ_NORTH,20.6875
1,1,12,LZ_RAYBN,21.4525
1,1,12,LZ_SOUTH,20.985
1,1,12,LZ_WEST,15.1375
1,1,13,HB_BUSAVG,19.247500000000002
1,1,13,HB_HOUSTON,20.56
1,1,13,HB_HUBAVG,18.5
1,1,13,HB_NORTH,19.8075
1,1,13,HB_PAN,5.95
1,1,13,HB_SOUTH,20.335
1,1,13,HB_WEST,13.2875
1,1,13,LZ_AEN,21.525
1,1,13,LZ_CPS,21.4325
1,1,13,LZ_HOUSTON,20.585
1,1,13,LZ_LCRA,19.5925
1,1,13,LZ_NORTH,20.177500000000002
1,1,13,LZ_RAYBN,20.955
1,1,13,LZ_SOUTH,20.872500000000002
1,1,13,LZ_WEST,14.192499999999999
1,1,14,HB_BUSAVG,18.745
1,1,14,HB_HOUSTON,20.235
1,1,14,HB_HUBAVG,17.9975
1,1,14,HB_NORTH,19.245
1,1,14,HB_PAN,5.620000000000001
1,1,14,HB_SOUTH,20.052500000000002
1,1,14,HB_WEST,12.45
1,1,14,LZ_AEN,21.275
1,1,14,LZ_CPS,21.5375
1,1,14,LZ_HOUSTON,20.2825
1,1,14,LZ_LCRA,19.0825
1,1,14,LZ_NORTH,19.654999999999998
1,1,14,LZ_RAYBN,20.4025
1,1,14,LZ_SOUTH,20.567500000000003
1,1,14,LZ_WEST,13.3725
1,1,15,HB_BUSAVG,18.6125
1,1,15,HB_HOUSTON,20.055
1,1,15,HB_HUBAVG,17.9075
1,1,15,HB_NORTH,18.97
1,1,15,HB_PAN,5.633333333333333
1,1,15,HB_SOUTH,20.2975
1,1,15,HB_WEST,12.297500000000001
1,1,15,LZ_AEN,20.875
1,1,15,LZ_CPS,21.994999999999997
1,1,15,LZ_HOUSTON,20.0775
1,1,15,LZ_LCRA,18.925
1,1,15,LZ_NORTH,19.3925
1,1,15,LZ_RAYBN,20.085
1,1,15,LZ_SOUTH,21.5625
1,1,15,LZ_WEST,13.3725
1,1,16,HB_BUSAVG,17.990000000000002
1,1,16,HB_HOUSTON,19.3125
1,1,16,HB_HUBAVG,17.335
1,1,16,HB_NORTH,18.2975
1,1,16,HB_PAN,5.413333333333333
1,1,16,HB_SOUTH,19.6425
1,1,16,HB_WEST,12.067499999999999
1,1,16,LZ_AEN,19.759999999999998
1,1,16,LZ_CPS,21.362499999999997
1,1,16,LZ_HOUSTON,19.3275
1,1,16,LZ_LCRA,18.197499999999998
1,1,16,LZ_NORTH,18.7575
1,1,16,LZ_RAYBN,19.445
1,1,16,LZ_SOUTH,21.0775
1,1,16,LZ_WEST,13.917499999999999
1,1,17,HB_BUSAVG,20.6125
1,1,17,HB_HOUSTON,21.7075
1,1,17,HB_HUBAVG,20.1425
1,1,17,HB_NORTH,20.795
1,1,17,HB_PAN,10.35
1,1,17,HB_SOUTH,21.8925
1,1,17,HB_WEST,16.1675
1,1,17,LZ_AEN,22.04
1,1,17,LZ_CPS,23.2975
1,1,17,LZ_HOUSTON,21.7325
1,1,17,LZ_LCRA,20.7275
1,1,17,LZ_NORTH,21.2
1,1,17,LZ_RAYBN,21.787499999999998
1,1,17,LZ_SOUTH,23.08
1,1,17,LZ_WEST,18.7
1,1,18,HB_BUSAVG,30.43
1,1,18,HB_HOUSTON,30.9375
1,1,18,HB_HUBAVG,30.14
1,1,18,HB_NORTH,30.59
1,1,18,HB_PAN,22.01
1,1,18,HB_SOUTH,31.04
1,1,18,HB_WEST,27.9925
1,1,18,LZ_AEN,31.310000000000002
1,1,18,LZ_CPS,31.580000000000002
1,1,18,LZ_HOUSTON,30.9425
1,1,18,LZ_LCRA,30.432499999999997
1,1,18,LZ_NORTH,31.0925
1,1,18,LZ_RAYBN,31.349999999999998
1,1,18,LZ_SOUTH,31.9775
1,1,18,LZ_WEST,33.7075
1,1,19,HB_BUSAVG,28.54
1,1,19,HB_HOUSTON,28.7775
1,1,19,HB_HUBAVG,28.3225
1,1,19,HB_NORTH,28.7625
1,1,19,HB_PAN,18.906666666666666
1,1,19,HB_SOUTH,28.5975
1,1,19,HB_WEST,27.1625
1,1,19,LZ_AEN,31.654999999999998
1,1,19,LZ_CPS,28.6625
1,1,19,LZ_HOUSTON,28.785
1,1,19,LZ_LCRA,28.767500000000002
1,1,19,LZ_NORTH,29.177500000000002
1,1,19,LZ_RAYBN,29.48
1,1,19,LZ_SOUTH,28.965
1,1,19,LZ_WEST,34.475
1,1,20,HB_BUSAVG,24.4225
1,1,20,HB_HOUSTON,24.689999999999998
1,1,20,HB_HUBAVG,24.18
1,1,20,HB_NORTH,24.67
1,1,20,HB_PAN,14.68
1,1,20,HB_SOUTH,24.4775
1,1,20,HB_WEST,22.895
1,1,20,LZ_AEN,27.77
1,1,20,LZ_CPS,24.5625
1,1,20,LZ_HOUSTON,24.6775
1,1,20,LZ_LCRA,24.665
1,1,20,LZ_NORTH,25.14
1,1,20,LZ_RAYBN,25.4575
1,1,20,LZ_SOUTH,24.83
1,1,20,LZ_WEST,30.275
1,1,21,HB_BUSAVG,22.927500000000002
1,1,21,HB_HOUSTON,23.4425
1,1,21,HB_HUBAVG,22.645
1,1,21,HB_NORTH,23.1625
1,1,21,HB_PAN,13.89
1,1,21,HB_SOUTH,23.185
1,1,21,HB_WEST,20.79
1,1,21,LZ_AEN,25.9975
1,1,21,LZ_CPS,23.4725
1,1,21,LZ_HOUSTON,23.4375
1,1,21,LZ_LCRA,23.155
1,1,21,LZ_NORTH,23.6625
1,1,21,LZ_RAYBN,23.950000000000003
1,1,21,LZ_SOUTH,23.495
1,1,21,LZ_WEST,27.7225
1,1,22,HB_BUSAVG,21.105
1,1,22,HB_HOUSTON,21.795
1,1,22,HB_HUBAVG,20.775
1,1,22,HB_NORTH,21.3525
1,1,22,HB_PAN,11.469999999999999
1,1,22,HB_SOUTH,21.5075
1,1,22,HB_WEST,18.4525
1,1,22,LZ_AEN,26.95
1,1,22,LZ_CPS,21.805
1,1,22,LZ_HOUSTON,21.7875
1,1,22,LZ_LCRA,21.66
1,1,22,LZ_NORTH,21.9225
1,1,22,LZ_RAYBN,22.3
1,1,22,LZ_SOUTH,21.745
1,1,22,LZ_WEST,24.465
1,1,23,HB_BUSAVG,20.4125
1,1,23,HB_HOUSTON,20.6475
1,1,23,HB_HUBAVG,19.9975
1,1,23,HB_NORTH,20.8625
1,1,23,HB_PAN,11.86
1,1,23,HB_SOUTH,20.505
1,1,23,HB_WEST,17.97
1,1,23,LZ_AEN,22.302500000000002
1,1,23,LZ_CPS,20.5025
1,1,23,LZ_HOUSTON,20.6025
1,1,23,LZ_LCRA,20.4875
1,1,23,LZ_NORTH,21.335
1,1,23,LZ_RAYBN,22.035
1,1,23,LZ_SOUTH,20.91
1,1,23,LZ_WEST,23.134999999999998
1,1,24,HB_BUSAVG,20.29
1,1,24,HB_HOUSTON,20.595
1,1,24,HB_HUBAVG,20.0425
1,1,24,HB_NORTH,20.564999999999998
1,1,24,HB_PAN,12.553333333333333
1,1,24,HB_SOUTH,20.2875
1,1,24,HB_WEST,18.725
1,1,24,LZ_AEN,21.61
1,1,24,LZ_CPS,20.302500000000002
1,1,24,LZ_HOUSTON,20.5825
1,1,24,LZ_LCRA,20.28
1,1,24,LZ_NORTH,20.985
1,1,24,LZ_RAYBN,21.245
1,1,24,LZ_SOUTH,20.5825
1,1,24,LZ_WEST,23.9125
1,2,1,HB_BUSAVG,20.5775
1,2,1,HB_HOUSTON,20.4325
1,2,1,HB_HUBAVG,20.4575
1,2,1,HB_NORTH,20.697499999999998
1,2,1,HB_PAN,17.606666666666666
1,2,1,HB_SOUTH,20.689999999999998
1,2,1,HB_WEST,20.0175
1,2,1,LZ_AEN,21.7675
1,2,1,LZ_CPS,20.6375
1,2,1,LZ_HOUSTON,20.3925
1,2,1,LZ_LCRA,20.67
1,2,1,LZ_NORTH,20.9
1,2,1,LZ_RAYBN,21.4175
1,2,1,LZ_SOUTH,21.265
1,2,1,LZ_WEST,25.095
1,2,2,HB_BUSAVG,17.9975
1,2,2,HB_HOUSTON,17.91
1,2,2,HB_HUBAVG,17.83
1,2,2,HB_NORTH,18.1925
1,2,2,HB_PAN,14.35
1,2,2,HB_SOUTH,17.9775
1,2,2,HB_WEST,17.245
1,2,2,LZ_AEN,19.4425
1,2,2,LZ_CPS,18.025
1,2,2,LZ_HOUSTON,17.869999999999997
1,2,2,LZ_LCRA,18.045
1,2,2,LZ_NORTH,18.3825
1,2,2,LZ_RAYBN,19.0975
1,2,2,LZ_SOUTH,18.4175
1,2,2,LZ_WEST,22.535
1,2,3,HB_BUSAVG,17.724999999999998
1,2,3,HB_HOUSTON,17.575
1,2,3,HB_HUBAVG,17.59
1,2,3,HB_NORTH,17.895
1,2,3,HB_PAN,14.24
1,2,3,HB_SOUTH,17.705
1,2,3,HB_WEST,17.18
1,2,3,LZ_AEN,19.1525
1,2,3,LZ_CPS,17.7925
1,2,3,LZ_HOUSTON,17.54
1,2,3,LZ_LCRA,17.817500000000003
1,2,3,LZ_NORTH,18.055
1,2,3,LZ_RAYBN,19.305
1,2,3,LZ_SOUTH,18.195
1,2,3,LZ_WEST,22.23
1,2,4,HB_BUSAVG,17.5375
1,2,4,HB_HOUSTON,17.285
1,2,4,HB_HUBAVG,17.3875
1,2,4,HB_NORTH,17.79
1,2,4,HB_PAN,14.336666666666668
1,2,4,HB_SOUTH,17.35
1,2,4,HB_WEST,17.12
1,2,4,LZ_AEN,19.035
1,2,4,LZ_CPS,17.68
1,2,4,LZ_HOUSTON,17.225
1,2,4,LZ_LCRA,17.7375
1,2,4,LZ_NORTH,17.950000000000003
1,2,4,LZ_RAYBN,18.655
1,2,4,LZ_SOUTH,17.689999999999998
1,2,4,LZ_WEST,22.695
1,2,5,HB_BUSAVG,18.6225
1,2,5,HB_HOUSTON,18.3825
1,2,5,HB_HUBAVG,18.4125
1,2,5,HB_NORTH,19.0425
1,2,5,HB_PAN,14.683333333333332
1,2,5,HB_SOUTH,18.075
1,2,5,HB_WEST,18.16
1,2,5,LZ_AEN,20.3125
1,2,5,LZ_CPS,19.112499999999997
1,2,5,LZ_HOUSTON,18.3125
1,2,5,LZ_LCRA,18.8925
1,2,5,LZ_NORTH,19.2375
1,2,5,LZ_RAYBN,19.7825
1,2,5,LZ_SOUTH,18.2725
1,2,5,LZ_WEST,24.805
1,2,6,HB_BUSAVG,21.119999999999997
1,2,6,HB_HOUSTON,20.8675
1,2,6,HB_HUBAVG,20.97
1,2,6,HB_NORTH,21.455000000000002
1,2,6,HB_PAN,17.080000000000002
1,2,6,HB_SOUTH,20.6
1,2,6,HB_WEST,20.9575
1,2,6,LZ_AEN,22.785
1,2,6,LZ_CPS,21.855
1,2,6,LZ_HOUSTON,20.815
1,2,6,LZ_LCRA,21.605
1,2,6,LZ_NORTH,21.645
1,2,6,LZ_RAYBN,21.92
1,2,6,LZ_SOUTH,20.8675
1,2,6,LZ_WEST,27.7225
1,2,7,HB_BUSAVG,27.775
1,2,7,HB_HOUSTON,27.424999999999997
1,2,7,HB_HUBAVG,27.7175
1,2,7,HB_NORTH,28.1075
1,2,7,HB_PAN,23.076666666666668
1,2,7,HB_SOUTH,26.85
1,2,7,HB_WEST,28.495
1,2,7,LZ_AEN,29.275000000000002
1,2,7,LZ_CPS,28.42
1,2,7,LZ_HOUSTON,27.3925
1,2,7,LZ_LCRA,28.4175
1,2,7,LZ_NORTH,28.3675
1,2,7,LZ_RAYBN,28.5
1,2,7,LZ_SOUTH,27.3625
1,2,7,LZ_WEST,37.6
1,2,8,HB_BUSAVG,30.71
1,2,8,HB_HOUSTON,30.455
1,2,8,HB_HUBAVG,30.637500000000003
1,2,8,HB_NORTH,31.1925
1,2,8,HB_PAN,27.596666666666668
1,2,8,HB_SOUTH,29.3575
1,2,8,HB_WEST,31.544999999999998
1,2,8,LZ_AEN,34.4475
1,2,8,LZ_CPS,30.5775
1,2,8,LZ_HOUSTON,30.427500000000002
1,2,8,LZ_LCRA,33.345
1,2,8,LZ_NORTH,31.625
1,2,8,LZ_RAYBN,36.155
1,2,8,LZ_SOUTH,29.995
1,2,8,LZ_WEST,39.805
1,2,9,HB_BUSAVG,32.4175
1,2,9,HB_HOUSTON,31.8625
1,2,9,HB_HUBAVG,32.2775
1,2,9,HB_NORTH,33.125
1,2,9,HB_PAN,31.58
1,2,9,HB_SOUTH,30.5325
1,2,9,HB_WEST,33.5875
1,2,9,LZ_AEN,36.894999999999996
1,2,9,LZ_CPS,32.5475
1,2,9,LZ_HOUSTON,31.875
1,2,9,LZ_LCRA,34.4825
1,2,9,LZ_NORTH,33.485
1,2,9,LZ_RAYBN,36.3725
1,2,9,LZ_SOUTH,30.7625
1,2,9,LZ_WEST,39.087500000000006
1,2,10,HB_BUSAVG,28.064999999999998
1,2,10,HB_HOUSTON,27.795
1,2,10,HB_HUBAVG,28.015
1,2,10,HB_NORTH,28.4625
1,2,10,HB_PAN,24.44666666666667
1,2,10,HB_SOUTH,26.8525
1,2,10,HB_WEST,28.9525
1,2,10,LZ_AEN,32.76
1,2,10,LZ_CPS,28.0825
1,2,10,LZ_HOUSTON,27.8375
1,2,10,LZ_LCRA,30.245
1,2,10,LZ_NORTH,28.81
1,2,10,LZ_RAYBN,29.6075
1,2,10,LZ_SOUTH,27.502499999999998
1,2,10,LZ_WEST,33.1725
1,2,11,HB_BUSAVG,28.1625
1,2,11,HB_HOUSTON,28.0775
1,2,11,HB_HUBAVG,28.1375
1,2,11,HB_NORTH,28.4525
1,2,11,HB_PAN,24.26
1,2,11,HB_SOUTH,27.25
1,2,11,HB_WEST,28.7675
1,2,11,LZ_AEN,31.9625
1,2,11,LZ_CPS,28.517500000000002
1,2,11,LZ_HOUSTON,28.142500000000002
1,2,11,LZ_LCRA,29.9325
1,2,11,LZ_NORTH,28.91
1,2,11,LZ_RAYBN,29.195
1,2,11,LZ_SOUTH,27.732499999999998
1,2,11,LZ_WEST,30.19
1,2,12,HB_BUSAVG,26.33
1,2,12,HB_HOUSTON,25.985
1,2,12,HB_HUBAVG,26.2325
1,2,12,HB_NORTH,26.724999999999998
1,2,12,HB_PAN,22.66
1,2,12,HB_SOUTH,25.3625
1,2,12,HB_WEST,26.865000000000002
1,2,12,LZ_AEN,29.002499999999998
1,2,12,LZ_CPS,26.512500000000003
1,2,12,LZ_HOUSTON,26.0375
1,2,12,LZ_LCRA,28.005
1,2,12,LZ_NORTH,27.0225
1,2,12,LZ_RAYBN,26.9525
1,2,12,LZ_SOUTH,26.119999999999997
1,2,12,LZ_WEST,28.285
1,2,13,HB_BUSAVG,24.72
1,2,13,HB_HOUSTON,24.3675
1,2,13,HB_HUBAVG,24.655
1,2,13,HB_NORTH,24.9825
1,2,13,HB_PAN,21.043333333333333
1,2,13,HB_SOUTH,24.1475
1,2,13,HB_WEST,25.125
1,2,13,LZ_AEN,26.785
1,2,13,LZ_CPS,25.415
1,2,13,LZ_HOUSTON,24.4175
1,2,13,LZ_LCRA,25.46
1,2,13,LZ_NORTH,25.2025
1,2,13,LZ_RAYBN,25.09
1,2,13,LZ_SOUTH,24.63
1,2,13,LZ_WEST,26.299999999999997
1,2,14,HB_BUSAVG,23.4625
1,2,14,HB_HOUSTON,23.235
1,2,14,HB_HUBAVG,23.439999999999998
1,2,14,HB_NORTH,23.64
1,2,14,HB_PAN,19.006666666666664
1,2,14,HB_SOUTH,23.009999999999998
1,2,14,HB_WEST,23.872500000000002
1,2,14,LZ_AEN,25.725
1,2,14,LZ_CPS,24.252499999999998
1,2,14,LZ_HOUSTON,23.285
1,2,14,LZ_LCRA,24.105
1,2,14,LZ_NORTH,23.7925
1,2,14,LZ_RAYBN,23.7275
1,2,14,LZ_SOUTH,23.55
1,2,14,LZ_WEST,25.1725
1,2,15,HB_BUSAVG,23.0925
1,2,15,HB_HOUSTON,22.91
1,2,15,HB_HUBAVG,23.09
1,2,15,HB_NORTH,23.245
1,2,15,HB_PAN,17.82
1,2,15,HB_SOUTH,22.655
1,2,15,HB_WEST,23.535000000000004
1,2,15,LZ_AEN,25.189999999999998
1,2,15,LZ_CPS,23.655
1,2,15,LZ_HOUSTON,22.96
1,2,15,LZ_LCRA,23.525
1,2,15,LZ_NORTH,23.4325
1,2,15,LZ_RAYBN,23.3675
1,2,15,LZ_SOUTH,23.11
1,2,15,LZ_WEST,25.064999999999998
1,2,16,HB_BUSAVG,22.4775
1,2,16,HB_HOUSTON,22.22
1,2,16,HB_HUBAVG,22.48
1,2,16,HB_NORTH,22.59
1,2,16,HB_PAN,17.8
1,2,16,HB_SOUTH,22.1225
1,2,16,HB_WEST,22.98
1,2,16,LZ_AEN,24.695
1,2,16,LZ_CPS,23.09
1,2,16,LZ_HOUSTON,22.2675
1,2,16,LZ_LCRA,23.035
1,2,16,LZ_NORTH,22.765
1,2,16,LZ_RAYBN,22.689999999999998
1,2,16,LZ_SOUTH,22.6675
1,2,16,LZ_WEST,24.8725
1,2,17,HB_BUSAVG,24.9225
1,2,17,HB_HOUSTON,24.615000000000002
1,2,17,HB_HUBAVG,24.9175
1,2,17,HB_NORTH,25.125
1,2,17,HB_PAN,20.63
1,2,17,HB_SOUTH,24.245
1,2,17,HB_WEST,25.667499999999997
1,2,17,LZ_AEN,27.0825
1,2,17,LZ_CPS,25.3275
1,2,17,LZ_HOUSTON,24.66
1,2,17,LZ_LCRA,25.8275
1,2,17,LZ_NORTH,25.244999999999997
1,2,17,LZ_RAYBN,25.2325
1,2,17,LZ_SOUTH,24.4225
1,2,17,LZ_WEST,28.817500000000003
1,2,18,HB_BUSAVG,47.8
1,2,18,HB_HOUSTON,46.572500000000005
1,2,18,HB_HUBAVG,47.55
1,2,18,HB_NORTH,48.62
1,2,18,HB_PAN,42.440000000000005
1,2,18,HB_SOUTH,46.03
1,2,18,HB_WEST,48.9725
1,2,18,LZ_AEN,48.567499999999995
1,2,18,LZ_CPS,47.7875
1,2,18,LZ_HOUSTON,46.6
1,2,18,LZ_LCRA,47.5875
1,2,18,LZ_NORTH,49.0675
1,2,18,LZ_RAYBN,49.2375
1,2,18,LZ_SOUTH,45.57
1,2,18,LZ_WEST,56.425
1,2,19,HB_BUSAVG,52.1875
1,2,19,HB_HOUSTON,50.6775
1,2,19,HB_HUBAVG,51.93
1,2,19,HB_NORTH,52.949999999999996
1,2,19,HB_PAN,47.586666666666666
1,2,19,HB_SOUTH,50.68
1,2,19,HB_WEST,53.4075
1,2,19,LZ_AEN,53.745000000000005
1,2,19,LZ_CPS,51.9925
1,2,19,LZ_HOUSTON,50.697500000000005
1,2,19,LZ_LCRA,52.144999999999996
1,2,19,LZ_NORTH,53.447500000000005
1,2,19,LZ_RAYBN,53.605
1,2,19,LZ_SOUTH,50.64
1,2,19,LZ_WEST,61.9825
1,2,20,HB_BUSAVG,37.682500000000005
1,2,20,HB_HOUSTON,36.8975
1,2,20,HB_HUBAVG,37.665
1,2,20,HB_NORTH,37.885000000000005
1,2,20,HB_PAN,36.483333333333334
1,2,20,HB_SOUTH,37.1175
1,2,20,HB_WEST,38.765
1,2,20,LZ_AEN,39.7375
1,2,20,LZ_CPS,37.42
1,2,20,LZ_HOUSTON,36.915
1,2,20,LZ_LCRA,38.3925
1,2,20,LZ_NORTH,38.2275
1,2,20,LZ_RAYBN,38.185
1,2,20,LZ_SOUTH,38.0875
1,2,20,LZ_WEST,48.34
1,2,21,HB_BUSAVG,34.4275
1,2,21,HB_HOUSTON,33.807500000000005
1,2,21,HB_HUBAVG,34.455
1,2,21,HB_NORTH,34.457499999999996
1,2,21,HB_PAN,32.163333333333334
1,2,21,HB_SOUTH,34.3025
1,2,21,HB_WEST,35.2475
1,2,21,LZ_AEN,37.4625
1,2,21,LZ_CPS,34.635
1,2,21,LZ_HOUSTON,33.825
1,2,21,LZ_LCRA,35.125
1,2,21,LZ_NORTH,34.775
1,2,21,LZ_RAYBN,35.08
1,2,21,LZ_SOUTH,35.2525
1,2,21,LZ_WEST,44.19
1,2,22,HB_BUSAVG,29.677500000000002
1,2,22,HB_HOUSTON,29.2275
1,2,22,HB_HUBAVG,29.715
1,2,22,HB_NORTH,29.6075
1,2,22,HB_PAN,27.27
1,2,22,HB_SOUTH,29.87
1,2,22,HB_WEST,30.152500000000003
1,2,22,LZ_AEN,31.752499999999998
1,2,22,LZ_CPS,29.9475
1,2,22,LZ_HOUSTON,29.259999999999998
1,2,22,LZ_LCRA,30.1325
1,2,22,LZ_NORTH,29.7675
1,2,22,LZ_RAYBN,29.9175
1,2,22,LZ_SOUTH,31.32
1,2,22,LZ_WEST,37.4475
1,2,23,HB_BUSAVG,26.6
1,2,23,HB_HOUSTON,26.0825
